rep,selCoeff,pnps,pnps_alt,neutmuts,delmuts,m1muts,m2muts,m3muts
4,-0.1,0.909091,-0.047619,11,10,0,0,10
4,-0.001,1.42857,0.176471,14,20,20,0,0
4,-0.01,1.5,0.2,10,15,0,15,0
4,-0.1,0.4375,-0.391304,16,7,0,0,7
4,-0.001,2.25,0.384615,12,27,27,0,0
4,-0.01,1.05882,0.0285714,17,18,0,18,0
4,-0.1,0.210526,-0.652174,19,4,0,0,4
4,-0.001,1.33333,0.142857,18,24,24,0,0
4,-0.01,1.33333,0.142857,18,24,0,24,0
4,-0.1,0.6,-0.25,20,12,0,0,12
4,-0.001,1.41176,0.170732,17,24,24,0,0
4,-0.01,0.428571,-0.4,21,9,0,9,0
4,-0.1,0.666667,-0.2,9,6,0,0,6
4,-0.001,1.25,0.111111,16,20,20,0,0
4,-0.01,1.05882,0.0285714,17,18,0,18,0
4,-0.1,0.555556,-0.285714,18,10,0,0,10
4,-0.001,1.61111,0.234043,18,29,29,0,0
4,-0.01,1.57143,0.222222,7,11,0,11,0
4,-0.1,0.333333,-0.5,12,4,0,0,4
4,-0.001,1.71429,0.263158,14,24,24,0,0
4,-0.01,1.14286,0.0666667,14,16,0,16,0
4,-0.1,0.388889,-0.44,18,7,0,0,7
4,-0.001,1.41176,0.170732,17,24,24,0,0
4,-0.01,0.714286,-0.166667,14,10,0,10,0
4,-0.1,0.277778,-0.565217,18,5,0,0,5
4,-0.001,1.5,0.2,20,30,30,0,0
4,-0.01,1.26667,0.117647,15,19,0,19,0
4,-0.1,1.83333,0.294118,6,11,0,0,11
4,-0.001,0.827586,-0.0943396,29,24,24,0,0
4,-0.01,0.428571,-0.4,21,9,0,9,0
4,-0.1,0.875,-0.0666667,8,7,0,0,7
4,-0.001,1.26316,0.116279,19,24,24,0,0
4,-0.01,1.45455,0.185185,11,16,0,16,0
4,-0.1,0.75,-0.142857,12,9,0,0,9
4,-0.001,1.21739,0.0980392,23,28,28,0,0
4,-0.01,0.833333,-0.0909091,12,10,0,10,0
4,-0.1,0.380952,-0.448276,21,8,0,0,8
4,-0.001,1.17647,0.0810811,17,20,20,0,0
4,-0.01,1.18182,0.0833333,11,13,0,13,0
4,-0.1,1.0,0.0,7,7,0,0,7
4,-0.001,2.13333,0.361702,15,32,32,0,0
4,-0.01,0.833333,-0.0909091,12,10,0,10,0
4,-0.1,0.36,-0.470588,25,9,0,0,9
4,-0.001,1.70588,0.26087,17,29,29,0,0
4,-0.01,1.22222,0.1,9,11,0,11,0
4,-0.1,0.428571,-0.4,14,6,0,0,6
4,-0.001,0.85,-0.0810811,20,17,17,0,0
4,-0.01,2.125,0.36,8,17,0,17,0
4,-0.1,0.583333,-0.263158,12,7,0,0,7
4,-0.001,1.58824,0.227273,17,27,27,0,0
4,-0.01,1.46154,0.1875,13,19,0,19,0
4,-0.1,0.294118,-0.545455,17,5,0,0,5
4,-0.001,1.69231,0.257143,13,22,22,0,0
4,-0.01,1.4,0.166667,10,14,0,14,0
4,-0.1,0.666667,-0.2,12,8,0,0,8
4,-0.001,2.41667,0.414634,12,29,29,0,0
4,-0.01,0.75,-0.142857,16,12,0,12,0
4,-0.1,0.5625,-0.28,16,9,0,0,9
4,-0.001,2.15789,0.366667,19,41,41,0,0
4,-0.01,0.434783,-0.393939,23,10,0,10,0
4,-0.1,0.75,-0.142857,12,9,0,0,9
4,-0.001,1.18182,0.0833333,22,26,26,0,0
4,-0.01,0.857143,-0.0769231,21,18,0,18,0
4,-0.1,0.5,-0.333333,16,8,0,0,8
4,-0.001,0.85,-0.0810811,20,17,17,0,0
4,-0.01,0.736842,-0.151515,19,14,0,14,0
4,-0.1,0.545455,-0.294118,11,6,0,0,6
4,-0.001,1.63158,0.24,19,31,31,0,0
4,-0.01,0.894737,-0.0555556,19,17,0,17,0
4,-0.1,0.318182,-0.517241,22,7,0,0,7
4,-0.001,1.375,0.157895,16,22,22,0,0
4,-0.01,1.75,0.272727,8,14,0,14,0
4,-0.1,0.4,-0.428571,15,6,0,0,6
4,-0.001,3.2,0.52381,10,32,32,0,0
4,-0.01,1.27273,0.12,11,14,0,14,0
4,-0.1,0.277778,-0.565217,18,5,0,0,5
4,-0.001,1.29412,0.128205,17,22,22,0,0
4,-0.01,1.38462,0.16129,13,18,0,18,0
4,-0.1,0.15,-0.73913,20,3,0,0,3
4,-0.001,1.125,0.0588235,16,18,18,0,0
4,-0.01,0.916667,-0.0434783,12,11,0,11,0
4,-0.1,0.4,-0.428571,10,4,0,0,4
4,-0.001,1.08333,0.04,12,13,13,0,0
4,-0.01,1.66667,0.25,9,15,0,15,0
4,-0.1,0.272727,-0.571429,11,3,0,0,3
4,-0.001,2.53333,0.433962,15,38,38,0,0
4,-0.01,1.625,0.238095,8,13,0,13,0
4,-0.1,1.0,0.0,11,11,0,0,11
4,-0.001,0.956522,-0.0222222,23,22,22,0,0
4,-0.01,0.714286,-0.166667,14,10,0,10,0
4,-0.1,0.384615,-0.444444,13,5,0,0,5
4,-0.001,1.25,0.111111,12,15,15,0,0
4,-0.01,0.666667,-0.2,18,12,0,12,0
4,-0.1,0.47619,-0.354839,21,10,0,0,10
4,-0.001,1.45,0.183673,20,29,29,0,0
4,-0.01,1.57143,0.222222,14,22,0,22,0
4,-0.1,0.375,-0.454545,16,6,0,0,6
4,-0.001,1.53846,0.212121,13,20,20,0,0
4,-0.01,0.526316,-0.310345,19,10,0,10,0
4,-0.1,0.375,-0.454545,16,6,0,0,6
4,-0.001,0.96,-0.0204082,25,24,24,0,0
4,-0.01,1.5,0.2,12,18,0,18,0
4,-0.1,1.25,0.111111,8,10,0,0,10
4,-0.001,2.25,0.384615,12,27,27,0,0
4,-0.01,0.8125,-0.103448,16,13,0,13,0
4,-0.1,0.153846,-0.733333,13,2,0,0,2
4,-0.001,1.0,0.0,17,17,17,0,0
4,-0.01,0.875,-0.0666667,16,14,0,14,0
4,-0.1,0.210526,-0.652174,19,4,0,0,4
4,-0.001,1.76471,0.276596,17,30,30,0,0
4,-0.01,1.04762,0.0232558,21,22,0,22,0
4,-0.1,0.4375,-0.391304,16,7,0,0,7
4,-0.001,1.8,0.285714,15,27,27,0,0
4,-0.01,1.66667,0.25,6,10,0,10,0
4,-0.1,0.666667,-0.2,12,8,0,0,8
4,-0.001,2.54545,0.435897,11,28,28,0,0
4,-0.01,0.928571,-0.037037,14,13,0,13,0
4,-0.1,1.33333,0.142857,6,8,0,0,8
4,-0.001,3.44444,0.55,9,31,31,0,0
4,-0.01,0.722222,-0.16129,18,13,0,13,0
4,-0.1,0.428571,-0.4,21,9,0,0,9
4,-0.001,1.92857,0.317073,14,27,27,0,0
4,-0.01,1.0625,0.030303,16,17,0,17,0
4,-0.1,0.384615,-0.444444,13,5,0,0,5
4,-0.001,1.85,0.298246,20,37,37,0,0
4,-0.01,2.0,0.333333,10,20,0,20,0
4,-0.1,0.533333,-0.304348,15,8,0,0,8
4,-0.001,1.38462,0.16129,26,36,36,0,0
4,-0.01,1.15385,0.0714286,13,15,0,15,0
4,-0.1,0.347826,-0.483871,23,8,0,0,8
4,-0.001,1.70588,0.26087,17,29,29,0,0
4,-0.01,0.533333,-0.304348,15,8,0,8,0
4,-0.1,0.466667,-0.363636,15,7,0,0,7
4,-0.001,2.21429,0.377778,14,31,31,0,0
4,-0.01,0.882353,-0.0625,17,15,0,15,0
4,-0.1,0.533333,-0.304348,15,8,0,0,8
4,-0.001,1.55556,0.217391,18,28,28,0,0
4,-0.01,1.0,0.0,15,15,0,15,0
4,-0.1,0.705882,-0.172414,17,12,0,0,12
4,-0.001,1.0625,0.030303,16,17,17,0,0
4,-0.01,1.33333,0.142857,15,20,0,20,0
4,-0.1,0.181818,-0.692308,11,2,0,0,2
4,-0.001,1.9375,0.319149,16,31,31,0,0
4,-0.01,1.0,0.0,15,15,0,15,0
4,-0.1,0.227273,-0.62963,22,5,0,0,5
4,-0.001,1.31818,0.137255,22,29,29,0,0
4,-0.01,0.823529,-0.0967742,17,14,0,14,0
4,-0.1,0.411765,-0.416667,17,7,0,0,7
4,-0.001,2.0,0.333333,14,28,28,0,0
4,-0.01,0.666667,-0.2,15,10,0,10,0
4,-0.1,0.8,-0.111111,10,8,0,0,8
4,-0.001,2.18182,0.371429,11,24,24,0,0
4,-0.01,1.0,0.0,13,13,0,13,0
4,-0.1,1.2,0.0909091,10,12,0,0,12
4,-0.001,1.31579,0.136364,19,25,25,0,0
4,-0.01,0.875,-0.0666667,16,14,0,14,0
4,-0.1,0.533333,-0.304348,15,8,0,0,8
4,-0.001,2.06667,0.347826,15,31,31,0,0
4,-0.01,0.708333,-0.170732,24,17,0,17,0
4,-0.1,0.444444,-0.384615,18,8,0,0,8
5,-0.001,1.3,0.130435,20,26,26,0,0
5,-0.01,1.30769,0.133333,13,17,0,17,0
5,-0.1,0.727273,-0.157895,11,8,0,0,8
5,-0.001,2.07692,0.35,13,27,27,0,0
5,-0.01,1.22222,0.1,18,22,0,22,0
5,-0.1,0.578947,-0.266667,19,11,0,0,11
5,-0.001,1.30435,0.132075,23,30,30,0,0
5,-0.01,1.09091,0.0434783,11,12,0,12,0
5,-0.1,0.461538,-0.368421,13,6,0,0,6
5,-0.001,1.57895,0.22449,19,30,30,0,0
5,-0.01,1.08333,0.04,12,13,0,13,0
5,-0.1,0.388889,-0.44,18,7,0,0,7
5,-0.001,1.6,0.230769,20,32,32,0,0
5,-0.01,0.8,-0.111111,10,8,0,8,0
5,-0.1,0.166667,-0.714286,18,3,0,0,3
5,-0.001,2.06667,0.347826,15,31,31,0,0
5,-0.01,1.0,0.0,18,18,0,18,0
5,-0.1,0.75,-0.142857,12,9,0,0,9
5,-0.001,1.2,0.0909091,15,18,18,0,0
5,-0.01,0.52381,-0.3125,21,11,0,11,0
5,-0.1,0.588235,-0.259259,17,10,0,0,10
5,-0.001,1.76923,0.277778,13,23,23,0,0
5,-0.01,1.0,0.0,13,13,0,13,0
5,-0.1,0.2,-0.666667,20,4,0,0,4
5,-0.001,1.9,0.310345,20,38,38,0,0
5,-0.01,1.66667,0.25,9,15,0,15,0
5,-0.1,0.384615,-0.444444,13,5,0,0,5
5,-0.001,2.41667,0.414634,12,29,29,0,0
5,-0.01,0.473684,-0.357143,19,9,0,9,0
5,-0.1,0.5,-0.333333,12,6,0,0,6
