rep,selCoeff,pnps,pnps_alt,neutmuts,delmuts,m1muts,m2muts,m3muts
4,-0.001,0.833333,-0.0909091,6,5,5,0,0
4,-0.01,0/s,-1.0,6,0,0,0,0
4,-0.1,0.625,-0.230769,8,5,0,0,5
4,-0.001,2.2,0.375,5,11,11,0,0
4,-0.01,1.0,0.0,3,3,0,3,0
4,-0.1,0.444444,-0.384615,9,4,0,0,4
4,-0.001,0.625,-0.230769,8,5,5,0,0
4,-0.01,0.416667,-0.411765,12,5,0,5,0
4,-0.1,0.666667,-0.2,6,4,0,0,4
4,-0.001,2.2,0.375,5,11,11,0,0
4,-0.01,0.75,-0.142857,8,6,0,6,0
4,-0.1,0.363636,-0.466667,11,4,0,0,4
4,-0.001,0.357143,-0.473684,14,5,5,0,0
4,-0.01,0.857143,-0.0769231,7,6,0,6,0
4,-0.1,0.285714,-0.555556,7,2,0,0,2
4,-0.001,1.28571,0.125,7,9,9,0,0
4,-0.01,0.454545,-0.375,11,5,0,5,0
4,-0.1,0.285714,-0.555556,7,2,0,0,2
4,-0.001,0.777778,-0.125,9,7,7,0,0
4,-0.01,0.5,-0.333333,8,4,0,4,0
4,-0.1,0.8,-0.111111,5,4,0,0,4
4,-0.001,1.11111,0.0526316,9,10,10,0,0
4,-0.01,0.5,-0.333333,10,5,0,5,0
4,-0.1,0.714286,-0.166667,7,5,0,0,5
4,-0.001,0.642857,-0.217391,14,9,9,0,0
4,-0.01,1.16667,0.0769231,6,7,0,7,0
4,-0.1,0.333333,-0.5,9,3,0,0,3
4,-0.001,0.444444,-0.384615,9,4,4,0,0
4,-0.01,1.5,0.2,6,9,0,9,0
4,-0.1,1.0,0.0,5,5,0,0,5
4,-0.001,1.42857,0.176471,7,10,10,0,0
4,-0.01,0.444444,-0.384615,9,4,0,4,0
4,-0.1,0.5,-0.333333,12,6,0,0,6
4,-0.001,0.888889,-0.0588235,9,8,8,0,0
4,-0.01,0.444444,-0.384615,9,4,0,4,0
4,-0.1,0.4,-0.428571,5,2,0,0,2
4,-0.001,1.0,0.0,5,5,5,0,0
4,-0.01,7.0,0.75,1,7,0,7,0
4,-0.1,0.1,-0.818182,10,1,0,0,1
5,-0.001,1.5,0.2,6,9,9,0,0
5,-0.01,0.8,-0.111111,5,4,0,4,0
5,-0.1,0/s,-1.0,10,0,0,0,0
5,-0.001,0.777778,-0.125,9,7,7,0,0
5,-0.01,0.5,-0.333333,12,6,0,6,0
5,-0.1,0.875,-0.0666667,8,7,0,0,7
5,-0.001,0.75,-0.142857,16,12,12,0,0
5,-0.01,1.4,0.166667,5,7,0,7,0
5,-0.1,0/s,-1.0,9,0,0,0,0
5,-0.001,3.5,0.555556,2,7,7,0,0
5,-0.01,0.461538,-0.368421,13,6,0,6,0
5,-0.1,0.6,-0.25,10,6,0,0,6
